TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8984000000.0	245953894.5	231013279.8	261860782.6
8985000000.0	245955143.2	231014317.8	261862264.8
8986000000.0	245956391.6	231015355.6	261863746.7
8987000000.0	245957639.7	231016393.1	261865228.3
8988000000.0	245958887.5	231017430.5	261866709.5
8989000000.0	245960135.1	231018467.6	261868190.5
8990000000.0	245961382.5	231019504.5	261869671.2
8991000000.0	245962629.5	231020541.1	261871151.5
8992000000.0	245963876.3	231021577.6	261872631.5
8993000000.0	245965122.9	231022613.8	261874111.3
8994000000.0	245966369.1	231023649.8	261875590.7
8995000000.0	245967615.2	231024685.6	261877069.8
8996000000.0	245968860.9	231025721.1	261878548.6
8997000000.0	245970106.4	231026756.5	261880027.0
8998000000.0	245971351.6	231027791.6	261881505.2
8999000000.0	245972596.6	231028826.5	261882983.1
9000000000.0	245973841.2	231029861.2	261884460.6
9001000000.0	245975085.7	231030895.6	261885937.9
9002000000.0	245976329.8	231031929.8	261887414.8
9003000000.0	245977573.7	231032963.9	261888891.4
9004000000.0	245978817.4	231033997.6	261890367.7
9005000000.0	245980060.8	231035031.2	261891843.7
9006000000.0	245981303.9	231036064.6	261893319.4
9007000000.0	245982546.7	231037097.7	261894794.8
9008000000.0	245983789.3	231038130.6	261896269.9
9009000000.0	245985031.6	231039163.3	261897744.7
9010000000.0	245986273.7	231040195.7	261899219.1
9011000000.0	245987515.5	231041228.0	261900693.3
9012000000.0	245988757.0	231042260.0	261902167.1
